ID,Name,Surname,Category,Interests
31185,Ahmet,Kaya,Müzik,"Halk Müziği, Jazz Müzik, Rap"
31186,Fatma,Demir,Edebiyat,"Deneme, Tarih, Bilim Kurgu"
31187,Yusuf,Şahin,Edebiyat,"Tiyatro, Çocuk Edebiyatı, Felsefe"
31188,Seda,Yıldız,Hukuk,"Çevre Hukuku ve Enerji Hukuku, İdare Hukuku ve Vergilendirme, Anayasa Hukuku ve İnsan Hakları"
31189,Mehmet,Öztürk,Edebiyat,"Şiir, Tarih, Roman Yazımı"
31190,Veli,Demir,Sağlık,"Meditasyon, Diyet, Yoga"
31191,Ali,Öztürk,Yemek,"Kafein Kültürü, Geleneksel Mutfaklar, Tatlı"
31192,Ahmet,Kaya,Sanat,"Grafik Tasarım, Dans ve Performans Sanatları, Resim ve Çizim"
31193,Yusuf,Çelik,Sağlık,"Bitkisel Tedaviler, Psikoloji, Diyet"
31194,Mehmet,Çelik,Mimar,"İç Mekan Tasarımı, Peyzaj Tasarımı, Yeşil Bina ve Sürdürülebilirlik"
31195,Yusuf,Öztürk,Mimar,"Peyzaj Tasarımı, Ofis Yapıları, Parklar"
31196,Fatma,Aydın,Sağlık,"Psikoloji, Diyet, Yoga"
31197,Ali,Aydın,Sanat,"Film Yapımı ve Sinematografi, Resim ve Çizim, Fotoğrafçılık"
31198,Emre,Kaya,Müzik,"Metal Müzik, Rock Müzik, Rap"
31199,Ahmet,Şahin,Müzik,"Rock Müzik, Elektronik Müzik, Jazz Müzik"
31200,Seda,Yılmaz,Teknoloji,"Web Geliştirme, Bulut Bilişim ve Büyük Veri, Otomasyon ve Robotik"
31201,Fatma,Kılıç,Yemek,"Geleneksel Mutfaklar, Moleküler Gastronomi, Deniz Ürünleri"
31202,Veli,Aydın,Mimar,"İç Mekan Tasarımı, Yeşil Bina ve Sürdürülebilirlik, Endüstriyel Tasarım"
31203,Ayşe,Yıldız,Yemek,"Izgara Yemekler, Fransız Mutfağı, Moleküler Gastronomi"
31204,Mehmet,Karaduman,Müzik,"Klasik Müzik, Metal Müzik, Halk Müziği"
31205,Yusuf,Şahin,Edebiyat,"Tiyatro, Deneme, Tarih"
31206,Yusuf,Karaduman,Edebiyat,"Felsefe, Çocuk Edebiyatı, Deneme"
31207,Veli,Demir,Mimar,"Ofis Yapıları, Ulaşım ve Altyapı Tasarımı, Mimari Teori ve Eleştiri"
31208,Ayşe,Öztürk,Hukuk,"Medeni Hukuk ve Aile Hukuku, Gayrimenkul ve Emlak Hukuku, İş Hukuku ve İşçi Hakları"
31209,Fatma,Şahin,Edebiyat,"Fantastik Kurgu, Drama, Şiir"
31210,Mehmet,Karaduman,Müzik,"Pop Müzik, Jazz Müzik, Elektronik Müzik"
31211,Elif,Kaya,Sağlık,"Diyet, Meditasyon, Psikoloji"
31212,Ayşe,Şahin,Edebiyat,"Felsefe, Deneme, Tarih"
31213,Ahmet,Çelik,Yemek,"Vejetaryen Mutfak, Izgara Yemekler, Fransız Mutfağı"
31214,Elif,Şahin,Sanat,"Dans ve Performans Sanatları, Moda Tasarımı, Grafik Tasarım"
31215,Mehmet,Demir,Edebiyat,"Makale, Tarih, Tiyatro"
31216,Mehmet,Çelik,Müzik,"Jazz Müzik, Rock Müzik, Rap"
31217,Ahmet,Kaya,Müzik,"Pop Müzik, Elektronik Müzik, Klasik Müzik"
31218,Ali,Şahin,Teknoloji,"Web Geliştirme, Otomasyon ve Robotik, Yazılım Geliştirme"
31219,Seda,Kaya,Sağlık,"Meditasyon, Bitkisel Tedaviler, Psikoloji"
31220,Elif,Çelik,Sanat,"Grafik Tasarım, Film Yapımı ve Sinematografi, Fotoğrafçılık"
31221,Emre,Yıldız,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Mimari Teori ve Eleştiri, İç Mekan Tasarımı"
31222,Veli,Şahin,Müzik,"Rap, Metal Müzik, Pop Müzik"
31223,Ahmet,Kaya,Edebiyat,"Bilim Kurgu, Felsefe, Fantastik Kurgu"
31224,Mehmet,Öztürk,Spor,"Voleybol, Yamaç Paraşütü, Futbol"
31225,Ayşe,Yılmaz,Mimar,"İç Mekan Tasarımı, Ulaşım ve Altyapı Tasarımı, Peyzaj Tasarımı"
31226,Ahmet,Karaduman,Edebiyat,"Felsefe, Biyografi, Tarih"
31227,Mehmet,Aydın,Sağlık,"Psikoloji, Meditasyon, Yoga"
31228,Ali,Şahin,Yemek,"Deniz Ürünleri, Moleküler Gastronomi, Fransız Mutfağı"
31229,Yusuf,Yılmaz,Yemek,"Izgara Yemekler, İtalyan Mutfağı, Kafein Kültürü"
31230,Ahmet,Yılmaz,Yemek,"Vejetaryen Mutfak, Tatlı, Kafein Kültürü"
31231,Yusuf,Yıldız,Teknoloji,"Siber Güvenlik, Web Geliştirme, Yapay Zeka ve Makine Öğrenimi"
31232,Ali,Öztürk,Edebiyat,"Felsefe, Bilim Kurgu, Drama"
31233,Fatma,Kılıç,Müzik,"Halk Müziği, Rock Müzik, Elektronik Müzik"
31234,Ayşe,Yıldız,Spor,"Bisiklet, Yüzme, Futbol"
31235,Elif,Yılmaz,Hukuk,"Medeni Hukuk ve Aile Hukuku, Fikri Mülkiyet Hukuku, İş Hukuku ve İşçi Hakları"
31236,Yusuf,Yılmaz,Edebiyat,"Fantastik Kurgu, Tarih, Drama"
31237,Veli,Karaduman,Edebiyat,"Şiir, Tiyatro, Roman Yazımı"
31238,Yusuf,Aydın,Sanat,"Tiyatro ve Drama, Film Yapımı ve Sinematografi, Dans ve Performans Sanatları"
31239,Seda,Yıldız,Spor,"Tenis, Voleybol, Futbol"
31240,Fatma,Aydın,Mimar,"Restorasyon, Yeşil Bina ve Sürdürülebilirlik, Ofis Yapıları"
31241,Elif,Şahin,Hukuk,"Medeni Hukuk ve Aile Hukuku, Anayasa Hukuku ve İnsan Hakları, İş Hukuku ve İşçi Hakları"
31242,Ayşe,Kaya,Edebiyat,"Çocuk Edebiyatı, Tiyatro, Bilim Kurgu"
31243,Fatma,Aydın,Mimar,"Peyzaj Tasarımı, Ulaşım ve Altyapı Tasarımı, Yeşil Bina ve Sürdürülebilirlik"
31244,Emre,Öztürk,Spor,"Pilates, Tenis, Yamaç Paraşütü"
31245,Ahmet,Demir,Teknoloji,"Oyun Geliştirme, Mobil Uygulama Geliştirme, Veri Bilimi ve Analitik"
31246,Veli,Yılmaz,Yemek,"Geleneksel Mutfaklar, İtalyan Mutfağı, Tatlı"
31247,Seda,Öztürk,Müzik,"Rap, Metal Müzik, Rock Müzik"
31248,Veli,Öztürk,Mimar,"Parklar, Ulaşım ve Altyapı Tasarımı, İç Mekan Tasarımı"
31249,Ahmet,Aydın,Müzik,"Pop Müzik, Rock Müzik, Metal Müzik"
31250,Elif,Yıldız,Edebiyat,"Deneme, Çocuk Edebiyatı, Şiir"
31251,Elif,Yılmaz,Sanat,"Grafik Tasarım, Resim ve Çizim, Moda Tasarımı"
31252,Ayşe,Öztürk,Sanat,"Grafik Tasarım, Fotoğrafçılık, Moda Tasarımı"
31253,Emre,Yıldız,Sanat,"Moda Tasarımı, Resim ve Çizim, Tiyatro ve Drama"
31254,Seda,Öztürk,Spor,"Futbol, Tenis, Yüzme"
31255,Yusuf,Demir,Sanat,"Grafik Tasarım, Dans ve Performans Sanatları, Fotoğrafçılık"
31256,Ayşe,Kaya,Spor,"Yoga, Futbol, Bisiklet"
31257,Ayşe,Öztürk,Sanat,"Fotoğrafçılık, Moda Tasarımı, Film Yapımı ve Sinematografi"
31258,Fatma,Öztürk,Sanat,"Film Yapımı ve Sinematografi, Dans ve Performans Sanatları, Grafik Tasarım"
31259,Seda,Yıldız,Spor,"Voleybol, Basketbol, Fitness"
31260,Yusuf,Şahin,Edebiyat,"Şiir, Bilim Kurgu, Tiyatro"
31261,Veli,Demir,Müzik,"Halk Müziği, Rap, Jazz Müzik"
31262,Ahmet,Şahin,Hukuk,"Medeni Hukuk ve Aile Hukuku, Uluslararası Hukuk ve Diplomasi, İş Hukuku ve İşçi Hakları"
31263,Ali,Karaduman,Sanat,"Grafik Tasarım, Moda Tasarımı, Fotoğrafçılık"
31264,Mehmet,Yıldız,Müzik,"Pop Müzik, Klasik Müzik, Halk Müziği"
31265,Ali,Kılıç,Mimar,"Restorasyon, Ulaşım ve Altyapı Tasarımı, Parklar"
31266,Mehmet,Şahin,Yemek,"Geleneksel Mutfaklar, Deniz Ürünleri, Vejetaryen Mutfak"
31267,Emre,Kılıç,Edebiyat,"Çocuk Edebiyatı, Şiir, Makale"
31268,Ahmet,Öztürk,Sanat,"Dans ve Performans Sanatları, Tiyatro ve Drama, Grafik Tasarım"
31269,Elif,Demir,Edebiyat,"Şiir, Tiyatro, Biyografi"
31270,Mehmet,Öztürk,Yemek,"Vejetaryen Mutfak, Tatlı, Deniz Ürünleri"
31271,Emre,Demir,Mimar,"Mimari Teori ve Eleştiri, Parklar, Ofis Yapıları"
31272,Mehmet,Kılıç,Sağlık,"Yoga, Meditasyon, Psikoloji"
31273,Seda,Yıldız,Mimar,"Mimari Teori ve Eleştiri, Parklar, Yapı Teknolojileri ve Malzemeler"
31274,Veli,Kaya,Teknoloji,"Web Geliştirme, Yazılım Geliştirme, Mobil Uygulama Geliştirme"
31275,Emre,Çelik,Mimar,"Yeşil Bina ve Sürdürülebilirlik, İç Mekan Tasarımı, Ofis Yapıları"
31276,Mehmet,Demir,Yemek,"Geleneksel Mutfaklar, Vejetaryen Mutfak, Fransız Mutfağı"
31277,Elif,Yılmaz,Sanat,"Resim ve Çizim, Film Yapımı ve Sinematografi, Tiyatro ve Drama"
31278,Ali,Aydın,Müzik,"Halk Müziği, Elektronik Müzik, Klasik Müzik"
31279,Mehmet,Şahin,Sanat,"Grafik Tasarım, Tiyatro ve Drama, Film Yapımı ve Sinematografi"
31280,Ahmet,Aydın,Sanat,"Grafik Tasarım, Film Yapımı ve Sinematografi, Tiyatro ve Drama"
31281,Ayşe,Yılmaz,Müzik,"Halk Müziği, Rap, Jazz Müzik"
31282,Ali,Şahin,Yemek,"Deniz Ürünleri, Fransız Mutfağı, Geleneksel Mutfaklar"
31283,Fatma,Yıldız,Sağlık,"Bitkisel Tedaviler, Diyet, Meditasyon"
31284,Veli,Yıldız,Mimar,"Ofis Yapıları, Mimari Teori ve Eleştiri, Endüstriyel Tasarım"
31285,Mehmet,Yılmaz,Hukuk,"Medeni Hukuk ve Aile Hukuku, İdare Hukuku ve Vergilendirme, Çevre Hukuku ve Enerji Hukuku"
31286,Yusuf,Demir,Hukuk,"Uluslararası Hukuk ve Diplomasi, Fikri Mülkiyet Hukuku, Gayrimenkul ve Emlak Hukuku"
31287,Seda,Demir,Müzik,"Klasik Müzik, Rap, Pop Müzik"
31288,Veli,Kaya,Sağlık,"Bitkisel Tedaviler, Meditasyon, Yoga"
31289,Ayşe,Çelik,Sağlık,"Yoga, Meditasyon, Diyet"
31290,Fatma,Aydın,Mimar,"Ulaşım ve Altyapı Tasarımı, Ofis Yapıları, İç Mekan Tasarımı"
31291,Ahmet,Şahin,Mimar,"Parklar, Peyzaj Tasarımı, Endüstriyel Tasarım"
31292,Ali,Öztürk,Edebiyat,"Deneme, Felsefe, Drama"
31293,Yusuf,Aydın,Sağlık,"Diyet, Meditasyon, Yoga"
31294,Ayşe,Kaya,Spor,"Tenis, Pilates, Fitness"
31295,Emre,Öztürk,Sağlık,"Psikoloji, Yoga, Bitkisel Tedaviler"
31296,Yusuf,Karaduman,Teknoloji,"Mobil Uygulama Geliştirme, Yazılım Geliştirme, Siber Güvenlik"
31297,Seda,Çelik,Müzik,"Klasik Müzik, Rap, Elektronik Müzik"
31298,Emre,Yıldız,Edebiyat,"Drama, Tarih, Deneme"
31299,Ali,Karaduman,Yemek,"Fransız Mutfağı, Moleküler Gastronomi, Vejetaryen Mutfak"
31300,Emre,Kaya,Spor,"Fitness, Voleybol, Yüzme"
31301,Ayşe,Yıldız,Mimar,"Parklar, Yeşil Bina ve Sürdürülebilirlik, İç Mekan Tasarımı"
31302,Mehmet,Kılıç,Hukuk,"Ticaret ve Şirket Hukuku, İdare Hukuku ve Vergilendirme, Ceza Hukuku ve Adli Yargı"
31303,Ali,Karaduman,Yemek,"İtalyan Mutfağı, Geleneksel Mutfaklar, Kafein Kültürü"
31304,Fatma,Çelik,Müzik,"Jazz Müzik, Elektronik Müzik, Pop Müzik"
31305,Yusuf,Aydın,Yemek,"Geleneksel Mutfaklar, Fransız Mutfağı, Kafein Kültürü"
31306,Ahmet,Aydın,Hukuk,"Ticaret ve Şirket Hukuku, Fikri Mülkiyet Hukuku, Çevre Hukuku ve Enerji Hukuku"
31307,Seda,Öztürk,Yemek,"Tatlı, Deniz Ürünleri, Vejetaryen Mutfak"
31308,Fatma,Karaduman,Sanat,"Fotoğrafçılık, Moda Tasarımı, Tiyatro ve Drama"
31309,Mehmet,Kılıç,Mimar,"Yapı Teknolojileri ve Malzemeler, Ofis Yapıları, Restorasyon"
31310,Veli,Kaya,Mimar,"Endüstriyel Tasarım, Restorasyon, Parklar"
31311,Seda,Karaduman,Müzik,"Jazz Müzik, Elektronik Müzik, Rock Müzik"
31312,Mehmet,Yılmaz,Yemek,"Izgara Yemekler, İtalyan Mutfağı, Kafein Kültürü"
31313,Ahmet,Aydın,Edebiyat,"Felsefe, Çocuk Edebiyatı, Deneme"
31314,Mehmet,Demir,Teknoloji,"Mobil Uygulama Geliştirme, Otomasyon ve Robotik, Yapay Zeka ve Makine Öğrenimi"
31315,Elif,Kılıç,Yemek,"Fransız Mutfağı, İtalyan Mutfağı, Deniz Ürünleri"
31316,Mehmet,Çelik,Teknoloji,"Veri Bilimi ve Analitik, Oyun Geliştirme, Yapay Zeka ve Makine Öğrenimi"
31317,Ayşe,Kılıç,Sağlık,"Diyet, Meditasyon, Yoga"
31318,Ali,Karaduman,Spor,"Fitness, Futbol, Yoga"
31319,Mehmet,Kaya,Spor,"Yoga, Futbol, Basketbol"
31320,Ali,Yıldız,Hukuk,"Fikri Mülkiyet Hukuku, İş Hukuku ve İşçi Hakları, Uluslararası Hukuk ve Diplomasi"
31321,Ali,Şahin,Müzik,"Klasik Müzik, Metal Müzik, Pop Müzik"
31322,Mehmet,Öztürk,Yemek,"İtalyan Mutfağı, Deniz Ürünleri, Izgara Yemekler"
31323,Elif,Çelik,Spor,"Yüzme, Yoga, Fitness"
31324,Emre,Yılmaz,Yemek,"Kafein Kültürü, Deniz Ürünleri, Moleküler Gastronomi"
31325,Ali,Karaduman,Hukuk,"Gayrimenkul ve Emlak Hukuku, Uluslararası Hukuk ve Diplomasi, Fikri Mülkiyet Hukuku"
31326,Emre,Yıldız,Mimar,"Ulaşım ve Altyapı Tasarımı, Peyzaj Tasarımı, Yapı Teknolojileri ve Malzemeler"
31327,Seda,Şahin,Mimar,"Endüstriyel Tasarım, Yapı Teknolojileri ve Malzemeler, Ofis Yapıları"
31328,Ayşe,Karaduman,Müzik,"Rap, Halk Müziği, Pop Müzik"
31329,Seda,Şahin,Yemek,"Fransız Mutfağı, Moleküler Gastronomi, Izgara Yemekler"
31330,Ayşe,Kılıç,Edebiyat,"Tarih, Roman Yazımı, Fantastik Kurgu"
31331,Ayşe,Demir,Edebiyat,"Makale, Çocuk Edebiyatı, Roman Yazımı"
31332,Elif,Aydın,Sanat,"Grafik Tasarım, Moda Tasarımı, Film Yapımı ve Sinematografi"
31333,Mehmet,Şahin,Müzik,"Pop Müzik, Jazz Müzik, Metal Müzik"
31334,Ali,Yılmaz,Edebiyat,"Tiyatro, Şiir, Felsefe"
31335,Ahmet,Çelik,Mimar,"Peyzaj Tasarımı, Mimari Teori ve Eleştiri, Restorasyon"
31336,Yusuf,Şahin,Sağlık,"Diyet, Yoga, Meditasyon"
31337,Fatma,Yıldız,Sağlık,"Diyet, Meditasyon, Psikoloji"
31338,Ayşe,Çelik,Edebiyat,"Makale, Fantastik Kurgu, Deneme"
31339,Seda,Demir,Mimar,"Ofis Yapıları, İç Mekan Tasarımı, Mimari Teori ve Eleştiri"
31340,Emre,Yıldız,Hukuk,"Uluslararası Hukuk ve Diplomasi, Çevre Hukuku ve Enerji Hukuku, Ceza Hukuku ve Adli Yargı"
31341,Ayşe,Şahin,Sanat,"Moda Tasarımı, Grafik Tasarım, Fotoğrafçılık"
31342,Ahmet,Aydın,Müzik,"Elektronik Müzik, Metal Müzik, Rap"
31343,Yusuf,Yılmaz,Sağlık,"Bitkisel Tedaviler, Yoga, Psikoloji"
31344,Fatma,Şahin,Yemek,"Vejetaryen Mutfak, Tatlı, İtalyan Mutfağı"
31345,Fatma,Öztürk,Hukuk,"İdare Hukuku ve Vergilendirme, İş Hukuku ve İşçi Hakları, Çevre Hukuku ve Enerji Hukuku"
31346,Ayşe,Yıldız,Edebiyat,"Makale, Deneme, Tarih"
31347,Fatma,Yılmaz,Sanat,"Resim ve Çizim, Film Yapımı ve Sinematografi, Moda Tasarımı"
31348,Ayşe,Karaduman,Hukuk,"İdare Hukuku ve Vergilendirme, Gayrimenkul ve Emlak Hukuku, Anayasa Hukuku ve İnsan Hakları"
31349,Ali,Yıldız,Spor,"Yamaç Paraşütü, Futbol, Yüzme"
31350,Yusuf,Kılıç,Müzik,"Jazz Müzik, Pop Müzik, Metal Müzik"
31351,Ahmet,Çelik,Spor,"Fitness, Yoga, Pilates"
31352,Ayşe,Karaduman,Mimar,"Yapı Teknolojileri ve Malzemeler, Peyzaj Tasarımı, Parklar"
31353,Ayşe,Kılıç,Teknoloji,"Mobil Uygulama Geliştirme, Yapay Zeka ve Makine Öğrenimi, Siber Güvenlik"
31354,Fatma,Çelik,Müzik,"Rap, Pop Müzik, Halk Müziği"
31355,Elif,Demir,Hukuk,"İdare Hukuku ve Vergilendirme, Çevre Hukuku ve Enerji Hukuku, İş Hukuku ve İşçi Hakları"
31356,Elif,Yıldız,Sağlık,"Diyet, Bitkisel Tedaviler, Psikoloji"
31357,Elif,Şahin,Yemek,"Kafein Kültürü, Fransız Mutfağı, Geleneksel Mutfaklar"
31358,Yusuf,Kılıç,Spor,"Tenis, Bisiklet, Futbol"
31359,Ahmet,Kaya,Yemek,"Geleneksel Mutfaklar, Tatlı, İtalyan Mutfağı"
31360,Yusuf,Demir,Sağlık,"Meditasyon, Diyet, Bitkisel Tedaviler"
31361,Emre,Çelik,Hukuk,"İş Hukuku ve İşçi Hakları, Ceza Hukuku ve Adli Yargı, Gayrimenkul ve Emlak Hukuku"
31362,Ali,Kaya,Mimar,"Yeşil Bina ve Sürdürülebilirlik, Parklar, İç Mekan Tasarımı"
31363,Ayşe,Yılmaz,Mimar,"Ulaşım ve Altyapı Tasarımı, Yeşil Bina ve Sürdürülebilirlik, Parklar"
31364,Elif,Öztürk,Sanat,"Grafik Tasarım, Film Yapımı ve Sinematografi, Fotoğrafçılık"
31365,Mehmet,Karaduman,Hukuk,"Fikri Mülkiyet Hukuku, Çevre Hukuku ve Enerji Hukuku, İş Hukuku ve İşçi Hakları"
31366,Fatma,Çelik,Sanat,"Film Yapımı ve Sinematografi, Tiyatro ve Drama, Resim ve Çizim"
31367,Ayşe,Öztürk,Spor,"Basketbol, Voleybol, Fitness"
31368,Ahmet,Karaduman,Spor,"Futbol, Voleybol, Pilates"
31369,Mehmet,Kılıç,Sanat,"Dans ve Performans Sanatları, Moda Tasarımı, Resim ve Çizim"
31370,Seda,Yılmaz,Müzik,"Pop Müzik, Elektronik Müzik, Metal Müzik"
31371,Mehmet,Demir,Spor,"Yüzme, Voleybol, Fitness"
31372,Yusuf,Yıldız,Edebiyat,"Drama, Felsefe, Fantastik Kurgu"
31373,Ahmet,Kılıç,Spor,"Tenis, Basketbol, Yamaç Paraşütü"
31374,Ali,Yıldız,Spor,"Bisiklet, Fitness, Basketbol"
31375,Elif,Karaduman,Yemek,"Fransız Mutfağı, Moleküler Gastronomi, Geleneksel Mutfaklar"
31376,Elif,Çelik,Hukuk,"İdare Hukuku ve Vergilendirme, Ticaret ve Şirket Hukuku, Uluslararası Hukuk ve Diplomasi"
31377,Ayşe,Öztürk,Edebiyat,"Felsefe, Bilim Kurgu, Şiir"
31378,Mehmet,Demir,Sağlık,"Psikoloji, Bitkisel Tedaviler, Diyet"
31379,Yusuf,Öztürk,Sağlık,"Psikoloji, Meditasyon, Bitkisel Tedaviler"
31380,Yusuf,Karaduman,Sağlık,"Yoga, Diyet, Meditasyon"
31381,Mehmet,Kılıç,Edebiyat,"Şiir, Felsefe, Fantastik Kurgu"
31382,Yusuf,Aydın,Sağlık,"Psikoloji, Meditasyon, Diyet"
31383,Seda,Demir,Yemek,"Izgara Yemekler, Moleküler Gastronomi, Deniz Ürünleri"
31384,Emre,Çelik,Hukuk,"İş Hukuku ve İşçi Hakları, Uluslararası Hukuk ve Diplomasi, Gayrimenkul ve Emlak Hukuku"
31385,Elif,Yılmaz,Spor,"Pilates, Yoga, Tenis"
31386,Elif,Aydın,Sanat,"Grafik Tasarım, Tiyatro ve Drama, Moda Tasarımı"
31387,Fatma,Aydın,Spor,"Tenis, Bisiklet, Fitness"
31388,Ahmet,Çelik,Sanat,"Tiyatro ve Drama, Dans ve Performans Sanatları, Grafik Tasarım"
31389,Seda,Öztürk,Yemek,"Geleneksel Mutfaklar, Kafein Kültürü, İtalyan Mutfağı"
31390,Ayşe,Yıldız,Teknoloji,"Yapay Zeka ve Makine Öğrenimi, Mobil Uygulama Geliştirme, İnternet of Things (IoT)"
31391,Elif,Demir,Yemek,"Deniz Ürünleri, Vejetaryen Mutfak, Izgara Yemekler"
31392,Fatma,Karaduman,Hukuk,"İş Hukuku ve İşçi Hakları, Gayrimenkul ve Emlak Hukuku, Fikri Mülkiyet Hukuku"
31393,Seda,Aydın,Teknoloji,"Bulut Bilişim ve Büyük Veri, Oyun Geliştirme, Siber Güvenlik"
31394,Ahmet,Karaduman,Teknoloji,"Siber Güvenlik, Yapay Zeka ve Makine Öğrenimi, Otomasyon ve Robotik"
31395,Emre,Aydın,Müzik,"Elektronik Müzik, Klasik Müzik, Rap"
31396,Ayşe,Şahin,Teknoloji,"İnternet of Things (IoT), Siber Güvenlik, Web Geliştirme"
31397,Veli,Demir,Yemek,"Kafein Kültürü, Moleküler Gastronomi, Geleneksel Mutfaklar"
31398,Ayşe,Kılıç,Spor,"Yamaç Paraşütü, Voleybol, Bisiklet"
31399,Seda,Öztürk,Teknoloji,"Otomasyon ve Robotik, Bulut Bilişim ve Büyük Veri, Yazılım Geliştirme"
31400,Emre,Demir,Yemek,"Deniz Ürünleri, Izgara Yemekler, Fransız Mutfağı"
31401,Fatma,Yıldız,Mimar,"Ofis Yapıları, Ulaşım ve Altyapı Tasarımı, Peyzaj Tasarımı"
31402,Fatma,Çelik,Müzik,"Klasik Müzik, Elektronik Müzik, Metal Müzik"
31403,Veli,Kılıç,Edebiyat,"Fantastik Kurgu, Tiyatro, Çocuk Edebiyatı"
31404,Yusuf,Aydın,Yemek,"Vejetaryen Mutfak, Izgara Yemekler, Kafein Kültürü"
31405,Seda,Çelik,Edebiyat,"Fantastik Kurgu, Roman Yazımı, Çocuk Edebiyatı"
31406,Seda,Aydın,Sanat,"Resim ve Çizim, Film Yapımı ve Sinematografi, Grafik Tasarım"
31407,Ayşe,Yıldız,Sanat,"Film Yapımı ve Sinematografi, Fotoğrafçılık, Dans ve Performans Sanatları"
31408,Yusuf,Karaduman,Sağlık,"Meditasyon, Diyet, Yoga"
31409,Ali,Kaya,Edebiyat,"Makale, Tiyatro, Drama"
31410,Fatma,Kılıç,Sanat,"Fotoğrafçılık, Dans ve Performans Sanatları, Tiyatro ve Drama"
31411,Elif,Şahin,Hukuk,"İş Hukuku ve İşçi Hakları, Çevre Hukuku ve Enerji Hukuku, Uluslararası Hukuk ve Diplomasi"
31412,Ayşe,Yıldız,Sanat,"Resim ve Çizim, Grafik Tasarım, Film Yapımı ve Sinematografi"
31413,Seda,Çelik,Müzik,"Rock Müzik, Klasik Müzik, Elektronik Müzik"
31414,Elif,Şahin,Sanat,"Fotoğrafçılık, Tiyatro ve Drama, Resim ve Çizim"
31415,Yusuf,Yıldız,Teknoloji,"Web Geliştirme, Mobil Uygulama Geliştirme, Bulut Bilişim ve Büyük Veri"
31416,Fatma,Şahin,Spor,"Yoga, Yamaç Paraşütü, Futbol"
31417,Mehmet,Karaduman,Sağlık,"Bitkisel Tedaviler, Yoga, Diyet"
31418,Veli,Çelik,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Ceza Hukuku ve Adli Yargı, Uluslararası Hukuk ve Diplomasi"
31419,Fatma,Kaya,Edebiyat,"Şiir, Drama, Roman Yazımı"
31420,Ahmet,Şahin,Müzik,"Metal Müzik, Klasik Müzik, Rap"
31421,Elif,Şahin,Spor,"Yüzme, Pilates, Bisiklet"
31422,Veli,Karaduman,Yemek,"Deniz Ürünleri, Fransız Mutfağı, Kafein Kültürü"
31423,Elif,Çelik,Sanat,"Resim ve Çizim, Grafik Tasarım, Dans ve Performans Sanatları"
31424,Yusuf,Yılmaz,Hukuk,"Uluslararası Hukuk ve Diplomasi, Ticaret ve Şirket Hukuku, Fikri Mülkiyet Hukuku"
31425,Yusuf,Şahin,Yemek,"Deniz Ürünleri, Tatlı, Moleküler Gastronomi"
31426,Ayşe,Kaya,Spor,"Futbol, Yüzme, Tenis"
31427,Seda,Karaduman,Teknoloji,"Mobil Uygulama Geliştirme, Siber Güvenlik, Oyun Geliştirme"
31428,Mehmet,Çelik,Sanat,"Film Yapımı ve Sinematografi, Fotoğrafçılık, Resim ve Çizim"
31429,Elif,Kılıç,Hukuk,"Anayasa Hukuku ve İnsan Hakları, Gayrimenkul ve Emlak Hukuku, Fikri Mülkiyet Hukuku"
31430,Ali,Kılıç,Hukuk,"Medeni Hukuk ve Aile Hukuku, Gayrimenkul ve Emlak Hukuku, İş Hukuku ve İşçi Hakları"
31431,Ayşe,Karaduman,Sanat,"Tiyatro ve Drama, Moda Tasarımı, Resim ve Çizim"
31432,Ayşe,Karaduman,Müzik,"Rock Müzik, Rap, Halk Müziği"
31433,Emre,Öztürk,Teknoloji,"Yazılım Geliştirme, Otomasyon ve Robotik, Oyun Geliştirme"
31434,Yusuf,Çelik,Edebiyat,"Bilim Kurgu, Roman Yazımı, Şiir"
31435,Emre,Karaduman,Spor,"Yamaç Paraşütü, Futbol, Yoga"
31436,Elif,Kılıç,Edebiyat,"Roman Yazımı, Deneme, Şiir"
31437,Elif,Aydın,Teknoloji,"Bulut Bilişim ve Büyük Veri, Veri Bilimi ve Analitik, Otomasyon ve Robotik"
31438,Seda,Yılmaz,Sağlık,"Yoga, Bitkisel Tedaviler, Diyet"
31439,Emre,Yıldız,Yemek,"Moleküler Gastronomi, İtalyan Mutfağı, Izgara Yemekler"
31440,Ali,Kılıç,Yemek,"Deniz Ürünleri, Kafein Kültürü, Moleküler Gastronomi"
31441,Veli,Şahin,Yemek,"Tatlı, İtalyan Mutfağı, Moleküler Gastronomi"
31442,Elif,Karaduman,Sanat,"Film Yapımı ve Sinematografi, Fotoğrafçılık, Dans ve Performans Sanatları"
31443,Elif,Demir,Spor,"Yüzme, Tenis, Bisiklet"
31444,Yusuf,Yıldız,Yemek,"Moleküler Gastronomi, Deniz Ürünleri, Vejetaryen Mutfak"
31445,Yusuf,Yıldız,Hukuk,"Ceza Hukuku ve Adli Yargı, Çevre Hukuku ve Enerji Hukuku, Uluslararası Hukuk ve Diplomasi"
31446,Emre,Çelik,Yemek,"Geleneksel Mutfaklar, Fransız Mutfağı, Izgara Yemekler"
31447,Seda,Kılıç,Sanat,"Grafik Tasarım, Tiyatro ve Drama, Film Yapımı ve Sinematografi"
31448,Elif,Demir,Hukuk,"Çevre Hukuku ve Enerji Hukuku, Fikri Mülkiyet Hukuku, İdare Hukuku ve Vergilendirme"
